counter_id,category,oznaka_ceste,naziv,od,do,length_km,lat,lon
5925,ZC,ŽC6166,Omiš,DC8,LC67123,4.6,43.44752,16.6945
5920,ZC,ŽC6161,Supetar,DC113,LC67171,5.3,43.3809,16.5667
6033,ZC,ŽC6157,Glavina Donja,LC67157,DC60,1.2,43.4416,17.20263
6040,ZC,ŽC6155,Lovreć,LC67108,DC60,5.8,,
5535,ZC,ŽC6154,Aržano,ŽC6153,DC39,3.1,,
5532,ZC,ŽC6150,Ugljane,LC67092,DC60,1.2,,
5513,ZC,ŽC6142,Strožanac,DC8,G.A.P.,1.9,43.504931,16.534171
5425,ZC,ŽC6133,Pantana,ŽC6291,DC126,1.3,43.522321,16.263668
5427,ZC,ŽC6130,Marina - sjever,LC67055,DC8,0.3,43.515564,16.108802
5330,ZC,ŽC6126,Rogoznica,DC8,Rogozn.,1.1,43.53828,15.96783
5428,ZC,ŽC6115,Dugobabe,LC67061,ŽC6113,2.0,43.614968,16.404682
5433,ZC,ŽC6098,Radošić,LC67057,LC67020,1.9,43.6047,16.32748
5432,ZC,ŽC6092,Radonić,G.A.P.,LC65049,1.8,43.77503,16.03707
5332,ZC,ŽC6086,Tribunj,ŽC6286,LC65032,2.1,43.75897,15.75415
5337,ZC,ŽC6086,Vodice - sjever,DC8,ŽC6286,1.2,43.77404,15.77287
5529,ZC,ŽC6260,Bisko,ŽC6147,ŽC6148,2.2,43.58025,16.68303
5525,ZC,ŽC6260,Dugopolje - sjever,ŽC6145,ŽC6146,4.8,43.595529,16.578366
5446,ZC,ŽC6253,Solin Širina,LC67065,DC8,1.0,43.53762,16.48833
5508,ZC,ŽC6253,Klis,LC67075,LC67074,3.9,43.558157,16.518926
6607,ZC,ŽC6240,Čilipi,DC8,LC69054,3.4,42.55265,18.27557
6606,ZC,ŽC6238,Cavtat,Cavtat,DC8,2.6,42.57618,18.23395
6508,ZC,ŽC6228,Trnova,LC69083,LC69068,1.2,42.80955,17.85758
6507,ZC,ŽC6227,Bistrina,LC69088,DC8,1.4,42.87515,17.6999
6110,ZC,ŽC6218,Vid,G.P.,DC62,6.5,,
6107,ZC,ŽC6217,Banja,DC8,LC69009,2.4,43.04423,17.50217
6034,ZC,ŽC6209,Orah,LC67207,G.P.,0.7,43.2161,17.42448
6035,ZC,ŽC6208,Staševica,LC69085,ŽC6276,6.8,43.13627,17.43262
6023,ZC,ŽC6208,Vrgorac,AC1,ŽC6211,0.9,43.193037,17.379942
6025,ZC,ŽC6199,Gornje Igrane,DC62,DC512,11.2,43.236934,17.145951
6041,ZC,ŽC6198,Podgora,DC512,DC8,5.4,,
5921,ZC,ŽC6191,Bol,ŽC6190,DC115,19.6,43.2639,16.61397
1141,LC,LC22030,Lučelnica,LC22077,ŽC2215,3.4,,
1140,LC,LC22010,Ravninsko,DC1,DC74,7.3,,
1320,LC,LC20039,Prelog,LC20038,LC20091,2.5,46.3236,16.63718
1239,LC,LC20033,Vularija,G.A.P.,LC20028,0.6,46.33413,16.46712
5430,ZC,ŽC6296,Drniš - zapad,LC65027,ŽC6055,3.1,43.85705,16.1479
6505,ZC,ŽC6295,Zamaslina,LC69066,DC237,5.1,42.831077,17.733162
6509,ZC,ŽC6294,Doli - sjever,ŽC6228,DC8,4.3,42.81928,17.81163
5406,ZC,ŽC6293,Seget Donji,ŽC6129,DC8,8.9,43.520073,16.221039
5527,ZC,ŽC6289,Grab,LC67047,DC220,1.5,43.64573,16.75562
5528,ZC,ŽC6287,Bajagić,ŽC6105,DC219,8.0,43.7506,16.671
5327,ZC,ŽC6286,Vodice,ŽC6086,G.A.P.,2.5,43.762897,15.778421
5307,ZC,ŽC6277,Bilice,G.A.P.,LC65040,2.9,43.772393,15.92277
6009,ZC,ŽC6276,Baćina,LC69003,DC8,1.4,43.067538,17.430759
6302,ZC,ŽC6268,Čara,LC69021,LC69022,1.1,42.93515,16.94465
5923,ZC,ŽC6263,Blato na Cetini,ŽC6260,DC70,2.8,43.46562,16.83878
5922,ZC,ŽC6260,Katuni,LC67100,DC39,2.44,43.45863,16.90483
3214,LC,LC33042,Cepeliš,LC33046,LC33197,9.7,,
2138,LC,LC33023,Čaire,LC33025,ŽC3164,4.6,,
2137,LC,LC33018,Moslavačka Slatina,M. Slat.,ŽC3124,7.0,,
2059,LC,LC31178,Deanovec,ŽC3125,ŽC3127,5.7,,
2058,LC,LC31108,Martin Breg,ŽC3034,LC10162,2.0,,
1952,LC,LC31102,Stupnički Obrež,DC1,LC31103,2.6,,
2139,LC,LC31075,Žabnica,ŽC3041,LC31074,2.9,,
2057,LC,LC31039,Paukovec,ŽC3039,LC31105,3.5,,
1407,LC,LC26157,Molve - jug,DC210,ŽC2184,7.3,,
1337,LC,LC26154,Koprivnički Ivanec,ŽC2112,DC20,3.5,,
1406,LC,LC26108,Đurđevac - istok,LC26107,ŽC2214,1.6,,
1248,LC,LC26003,Vukovec,DC22,LC26047,2.8,46.10798,16.4193
1252,LC,LC25150,Ljubešćica - istok,DC24,LC25147,2.8,46.16193,16.38968
1338,LC,LC25100,Čukovec,ŽC2079,DC2,3.0,,
1264,LC,LC25084,Novakovec,DC2,ŽC2052,4.1,,
1263,LC,LC25037,Pešćenica Vinička,LC25037,ŽC2056,3.6,,
2524,LC,LC44055,Petrijevci - jug,DC34,DC2,2.0,,
3528,LC,LC42036,Jelas Polje,ŽC4206,ŽC4228,9.8,,
3418,LC,LC42016,Donji Bogićevci,ŽC4155,DC5,8.8,,
3520,LC,LC41077,Velika,ŽC4253,ŽC4101,4.5,45.43888,17.65838
3529,LC,LC41059,Frkljevci,DC525,ŽC4185,2.7,,
2314,LC,LC40074,Bukvik,ŽC4070,ŽC4062,4.3,,
2313,LC,LC40029,Budanica,LC40030,LC40031,0.9,,
2228,LC,LC40022,Donje Cjepidlake,Removac,LC37132,4.0,,
2229,LC,LC40003,Pitomača Dravska,DC2,LC40004,6.5,,
2135,LC,LC37008,Kovačevac,DC28,LC26121,3.2,,
3039,LC,LC34137,Cerovnik,DC23,kraj ceste,6.9,,
3124,LC,LC34120,Veljun,LC34122,DC1,1.7,,
3038,LC,LC34104,Tounj,ŽC3175,ŽC3220,11.1,,
3319,LC,LC33141,Kozarice,ŽC3124,LC33142,3.6,,
3125,LC,LC33080,Roknići,ŽC3228,ŽC3229,9.0,,
3317,LC,LC33071,Mišinka,LC33070,ŽC3213,6.3,45.492,16.82925
4312,LC,LC59064,Debelo Brdo,DC1,DC25,8.6,,
4224,LC,LC59019,Kompolje,DC50,ŽC5140,2.9,44.89338,15.18327
4111,LC,LC59001,Senj,LC59008,DC8,8.8,44.99435,14.90147
4005,LC,LC58115,Nerezine,DC100,DC100,3.6,44.6447,14.39283
2841,LC,LC50185,Štrmac,ŽC5081,DC66,0.8,,
3914,LC,LC50158,Marana,ŽC5115,ŽC5192,2.1,,
2836,LC,LC50120,Tupljak,LC50086,DC64,3.7,45.19518,14.0926
2764,LC,LC50109,Mandalenčići,ŽC5079,LC50110,2.8,,
2763,LC,LC50040,Fiorini,DC75,ŽC5070,4.2,,
3732,LC,LC46042,Županja - sjever,ŽC4170,LC46043,0.5,45.09478,18.702
3737,LC,LC46026,Privlaka,ŽC4172,LC46027,3.5,,
3733,LC,LC44110,Antunovac,DC518,G.A.P.,6.3,,
3633,LC,LC44099,Ostrošinci,DC515,ŽC4118,9.3,,
3632,LC,LC44093,Ceremošnjak,ŽC4168,LC44095,8.8,,
3734,LC,LC44086,Marinovci,DC213,LC44115,3.3,,
3726,LC,LC44083,Silaš,LC44114,ŽC4122,2.2,45.4245,18.77347
1927,DC,DC1,Veliko Trgovišće,DC307,ŽC2217,4.5,45.99009,15.851
1128,DC,DC1,Zabok,ŽC2264,DC205,3.5,,
1146,DC,DC1,Sveti Križ Začretje,ŽC2158,ŽC2195,6.0,46.07782,15.91342
1122,DC,DC1,Čveki,DC35,ŽC2159,2.5,46.082966,15.91693
1104,DC,DC1,Đurmanec,DC207,DC206,4.7,46.193698,15.843882
1101,DC,DC1,Macelj,ŽC2258,LC22001,3.0,46.259363,15.860228
