counter_id,category,oznaka_ceste,naziv,od,do,length_km,lat,lon,matched_oznaka_ceste,kategorija_full,seg_id,dist_m,match_method,confidence
2708,DC,DC75,Dajla,LC50040,DC301,5.5,45.3567,13.55597,DC75,državna cesta,7510,4.164563096942248,exact_road_name,high
2711,DC,DC302,Žbandaj,LC50089,ŽC5072,3.6,45.21633,13.65762,DC302,državna cesta,2265,0.5486865239104398,exact_road_name,high
2716,DC,DC303,Sošići,LC50128,DC75,1.0,45.10833,13.76283,DC303,državna cesta,2289,0.33783091150215255,exact_road_name,high
2717,DC,DC75,Bale,ŽC5098,ŽC5096,2.9,45.037077,13.789818,DC75,državna cesta,7514,7.097514451487498,exact_road_name,high
2721,ZC,ŽC5209,Baderna - sjever,LC50095,DC48,2.7,45.216,13.75257,ŽC5209,županijska cesta,5575,3.8284661496520567,exact_road_name,high
2747,DC,DC66,Kujići,LC50145,LC50153,4.2,45.0103,13.9823,DC66,državna cesta,6984,0.07799209181617489,exact_road_name,high
2751,DC,DC77,Žminj,ŽC5077,LC50132,2.7,45.13633,13.8994,DC77,državna cesta,7618,5.3059362543836714,exact_road_name,high
2752,ZC,ŽC5077,Frkeči,LC50140,LC50112,2.4,45.07493,13.98323,ŽC5077,županijska cesta,5134,4.561380989773025,exact_road_name,high
2753,ZC,ŽC5007,Karojba,LC50059,ŽC5042,1.9,45.31115,13.82395,ŽC5007,županijska cesta,4766,8.47768358288433,exact_road_name,high
2754,ZC,ŽC5096,Kokuletovica,ŽC5175,ŽC5186,7.7,45.06228,13.69205,ŽC5096,županijska cesta,5203,2.94736945790338,exact_road_name,high
2755,DC,DC75,Marija na Krasu,ŽC5214,LC50005,3.1,45.45568,13.59323,DC75,državna cesta,7533,2.327966562315315,exact_road_name,high
2756,ZC,ŽC5011,Buzet,GP,DC44,7.3,45.43262,13.96642,ŽC5011,županijska cesta,4822,5.208015565825055,exact_road_name,high
2757,DC,DC75,Funtana,ŽC5116,ŽC5071,5.8,45.19815,13.60307,DC75,državna cesta,7530,8.708651024999918,exact_road_name,high
2765,DC,DC75,Vrvari,LC50046,DC302,0.7,45.2261,13.62483,DC75,državna cesta,7467,3.1913159125144124,exact_road_name,high
2801,DC,DC8,Pasjak,LC58011,A7,3.9,45.479862,14.257832,DC8,državna cesta,7683,2.9449802893641683,exact_road_name,high
2804,DC,DC8,Mučići,ŽC5016,LC58015,0.9,45.405158,14.305749,DC8,državna cesta,7727,3.511511103744935,exact_road_name,high
2806,DC,DC44,Lupoglav - sjever,LC50080,ŽC5014,3.4,45.357962,14.101638,DC44,državna cesta,4374,1.4214912702560847,exact_road_name,high
2811,DC,DC500,Vranja,LC50084,LC50087,5.3,45.310149,14.133999,DC500,državna cesta,4662,2.484233369189563,exact_road_name,high
2813,DC,DC66,Opatija - jug,ŽC5048,ŽC5051,1.6,45.319582,14.29321,DC66,državna cesta,6986,3.695717946519629,exact_road_name,high
2814,DC,DC66,Medveja,ŽC5082,ŽC5050,7.7,45.263049,14.264478,DC66,državna cesta,6986,1.3125730692893252,exact_road_name,high
2815,DC,DC66,Stepčići,LC50185,DC64,5.5,45.146718,14.151278,DC66,državna cesta,6985,0.7324062209128824,exact_road_name,high
2820,DC,DC64,Pićan,LC50086,LC50123,1.6,45.190907,14.077319,DC64,državna cesta,6897,4.172685203116256,exact_road_name,high
2831,DC,DC64,Vozilići - sjever,DC500,DC66,1.4,45.16265,14.15197,DC64,državna cesta,6897,1.867030475074933,exact_road_name,high
2832,ZC,ŽC5047,Bregi,ŽC5048,ŽC5052,5.4,45.345646,14.296192,ŽC5047,županijska cesta,5060,13.05864823092164,exact_road_name,high
2833,ZC,ŽC5021,Kastav,ŽC5206,ŽC5020,1.5,45.37384,14.355996,ŽC5021,županijska cesta,4962,4.238996510044972,exact_road_name,high
2834,ZC,ŽC5025,Viškovo,ŽC5017,LC58018,1.9,45.389379,14.387194,ŽC5025,županijska cesta,4975,11.617555884395063,exact_road_name,high
2835,ZC,ŽC5103,Salakovci,DC66,LC50150,4.8,45.07048,14.09312,ŽC5103,županijska cesta,5249,9.494630380144448,exact_road_name,high
2836,LC,LC50120,Tupljak,LC50086,DC64,3.7,45.19518,14.0926,LC50120,lokalna cesta,4839,5.8072867144550635,exact_road_name,high
2837,ZC,ŽC5012,Permani,ŽC5015,DC8,1.2,45.4143,14.2987,ŽC5012,županijska cesta,4838,6.748587674054669,exact_road_name,high
2838,ZC,ŽC5017,Škalnica,LC58012,LC58013,0.806,45.4688,14.29863,ŽC5017,županijska cesta,4923,0.5363455561095183,exact_road_name,high
2839,ZC,ŽC5055,Dražice,LC58021,ŽC5028,1.7,45.3739,14.47395,ŽC5055,županijska cesta,5075,2.26407047939986,exact_road_name,high
2840,ZC,ŽC5047,Rubeši,LC58043,ŽC5019,1.2,45.36877,14.336,ŽC5047,županijska cesta,5061,8.01080475652401,exact_road_name,high
2842,DC,DC3,Orehovica,A6,DC8,2.3,45.33368,14.45792,DC3,državna cesta,2114,0.4107008899249266,exact_road_name,high
2905,DC,DC3,Delnice,LC58116,DC32,0.9,45.391458,14.792988,DC3,državna cesta,2124,0.3460847237162217,exact_road_name,high
2911,ZC,ŽC5205,Mavrinci,A6,LC58110,4.8,45.34317,14.50155,ŽC5205,županijska cesta,5540,0.10843783497343878,exact_road_name,high
2917,DC,DC8,Kostrena,LC58054,DC40,2.2,45.294186,14.530478,DC8,državna cesta,7706,0.7814681085986819,exact_road_name,high
2918,DC,DC501,Križišće,ŽC5063,ŽC5068,3.6,45.267595,14.607165,DC501,državna cesta,4801,1.7504428661387113,exact_road_name,high
2922,DC,DC102,Omišalj,LC58065,DC129,0.8,45.195386,14.560323,DC102,državna cesta,253,5.642559273265053,exact_road_name,high
2923,DC,DC8,Crikvenica,ŽC5091,ŽC5091,3.1,45.185064,14.684426,DC8,državna cesta,7637,1.6210865513343042,exact_road_name,high
2926,DC,DC501,čv. Oštrovica - jug,A6,A7,7.1,45.30068,14.58395,DC501,državna cesta,4801,6.378660182214324,exact_road_name,high
2928,DC,DC8,N. Vinodolski - sjever,ŽC5062,DC99,5.6,45.13573,14.76227,DC8,državna cesta,7637,7.358089304011467,exact_road_name,high
2929,DC,DC8,Sibinj Krmpotski,ŽC5109,LC59001,13.3,45.052764,14.872272,DC8,državna cesta,7637,2.880383547247242,exact_road_name,high
2934,DC,DC102,Krk,ŽC5131,ŽC5131,2.3,45.034408,14.576607,DC102,državna cesta,257,3.19546890470925,exact_road_name,high
2935,DC,DC3,Gornje Jelenje,ŽC5032,DC501,0.5,45.36429,14.624004,DC3,državna cesta,2147,2.162939165965004,exact_road_name,high
2936,DC,DC203,Mala Lešnica,LC58022,LC58113,9.5,45.440774,14.850036,DC203,državna cesta,814,0.2548180072295568,exact_road_name,high
2938,DC,DC99,Drivenik,DC501,ŽC5089,6.4,45.247443,14.629839,DC99,državna cesta,9021,3.4301960393523747,exact_road_name,high
2939,ZC,ŽC5034,Ravna Gora,A6,ŽC5069,1.0,45.37927,14.91563,ŽC5034,županijska cesta,5004,17.407420960830013,exact_road_name,high
2940,ZC,ŽC5062,Fužine,DC3,ŽC5068,6.9,45.3104,14.71617,ŽC5062,županijska cesta,5083,2.029894900080843,exact_road_name,high
2941,ZC,ŽC5191,Sunger,ŽC5068,LC58060,5.2,45.32628,14.81542,ŽC5191,županijska cesta,5508,4.062624278493936,exact_road_name,high
2942,ZC,ŽC5033,Kuželj,G.P.,DC203,12.0,45.47837,14.80535,ŽC5033,županijska cesta,5001,6.8562477432920526,exact_road_name,high
2943,ZC,ŽC5094,Donji Zagon,DC8,LC58083,3.9,45.13663,14.80615,ŽC5094,županijska cesta,5198,7.615352461139842,exact_road_name,high
2944,ZC,ŽC5125,Punat,DC102,Stara Baška,12.1,45.03935,14.62588,ŽC5125,županijska cesta,5332,11.292856621707923,exact_road_name,high
2945,ZC,ŽC5059,Krasica,ŽC5205,ŽC5060,5.7,45.315,14.54625,ŽC5059,županijska cesta,5079,4.152375927246932,exact_road_name,high
2946,DC,DC102,Punat - sjever,ŽC5125,ŽC5183,1.6,45.04203,14.62495,DC102,državna cesta,257,2.3990361680409427,exact_road_name,high
2947,DC,DC104,Strilčići,LC58070,LC58085,3.6,45.09183,14.53257,DC104,državna cesta,288,8.414475461234717,exact_road_name,high
2948,DC,DC102,Most Krk,DC103,ŽC5083,1.2,45.22113,14.5626,DC102,državna cesta,253,0.16322180604669376,exact_road_name,high
3003,DC,DC3,Duga Resa,DC1,DC23,6.7,45.459292,15.492428,DC3,državna cesta,2153,1.899498477186929,exact_road_name,high
3005,DC,DC3,Vrbovsko,LC58032,DC42,8.3,45.391432,15.10519,DC3,državna cesta,2135,5.557922920214148,exact_road_name,high
3008,DC,DC23,Belavići,DC3,LC34067,3.5,45.433378,15.490915,DC23,državna cesta,1577,2.309683803909732,exact_road_name,high
3014,DC,DC23,Munjava (Josipdol),DC42,LC34137,0.4,45.177053,15.288073,DC23,državna cesta,1578,0.40549995642172565,exact_road_name,high
3029,ZC,ŽC3141,Kučevice,LC34056,DC541,3.1,45.4909,15.3968,ŽC3141,županijska cesta,2735,2.388869714177983,exact_road_name,high
3030,ZC,ŽC3182,Sveti Petar Mrežnički,ŽC3184,ŽC3183,3.4,45.43698,15.49727,ŽC3182,županijska cesta,2788,1.2507573588523986,exact_road_name,high
3031,ZC,ŽC3254,Puškarići,LC34098,DC42,0.8,45.26783,15.19815,ŽC3254,županijska cesta,2882,0.3220505370783446,exact_road_name,high
3032,DC,DC3,Lišnica,LC34065,LC34064,1.4,45.45473,15.45518,DC3,državna cesta,2148,2.378570223655529,exact_road_name,high
3033,ZC,ŽC3175,Ogulin - sjeveroistok,LC34104,DC42,12.1,45.27002,15.25573,ŽC3175,županijska cesta,2783,2.546029555957652,exact_road_name,high
3034,ZC,ŽC3176,Erdelj,LC34102,DC23,3.9,45.36785,15.3634,ŽC3176,županijska cesta,2785,7.094411316863601,exact_road_name,high
3035,ZC,ŽC5191,Jezerane - zapad,ŽC5094,DC23,25.7,45.0551,15.20515,ŽC5191,županijska cesta,5510,5.299125491059932,exact_road_name,high
3040,DC,DC204,Bosanci,DC3,ŽC3175,3.5,45.42172,15.2774,DC204,državna cesta,840,1.805048562285154,exact_road_name,high
3041,DC,DC42,Gomirje,A6,LC58038,0.9,45.3628,15.09242,DC42,državna cesta,4066,4.58049653178295,exact_road_name,high
3042,DC,DC541,Veliki Modruš Potok,DC6,ŽC3141,2.6,45.49923,15.39973,DC541,državna cesta,5685,0.41799399103735435,exact_road_name,high
3101,DC,DC1,Tušilović,DC3,DC6,14.5,45.40067,15.613074,DC1,državna cesta,19,1.259972605947913,exact_road_name,high
3102,DC,DC6,Gvozd - zapad,LC33075,ŽC3186,0.8,45.350705,15.857179,DC6,državna cesta,6053,0.520746895784851,exact_road_name,high
3105,DC,DC1,Blagaj,LC34120,LC34140,11.4,45.222804,15.55605,DC1,državna cesta,36,1.2134943999481596,exact_road_name,high
3106,DC,DC1,Slunj,LC34140,ŽC3258,4.7,45.125623,15.574179,DC1,državna cesta,36,0.21793200448315697,exact_road_name,high
3109,DC,DC216,Miholjsko,ŽC3224,LC34144,4.5,45.257636,15.693068,DC216,državna cesta,1149,1.7556027716382259,exact_road_name,high
3115,ZC,ŽC3258,Gornje Taborište,DC1,LC34140,0.3,45.12545,15.57995,ŽC3258,županijska cesta,2894,6.482715759569407,exact_road_name,high
3116,ZC,ŽC3256,Slunj centar,LC34151,DC1,0.7,45.11488,15.57858,ŽC3256,županijska cesta,2887,5.774687974433186,exact_road_name,high
3117,ZC,ŽC3266,Gornji Popovac,LC34153,ŽC3303,5.3,45.1162,15.59482,ŽC3266,županijska cesta,2900,6.110713188537561,exact_road_name,high
3118,ZC,ŽC3189,Krnjak,LC34114,DC1,3.4,45.3369,15.60265,ŽC3189,županijska cesta,2799,6.129135354350377,exact_road_name,high
3119,ZC,ŽC3290,Kolarić,DC1,DC216,10.5,45.32825,15.61572,ŽC3290,županijska cesta,2932,10.097734871865084,exact_road_name,high
3120,ZC,ŽC3185,Belaj,LC34080,LC34082,2.9,45.42393,15.5495,ŽC3185,županijska cesta,2792,5.680136816336438,exact_road_name,high
3121,ZC,ŽC3152,Dugo Selo Lasinjsko,LC33198,ŽC3194,9.4,45.47925,15.89713,ŽC3152,županijska cesta,2747,7.751748941079062,exact_road_name,high
3122,ZC,ŽC3186,Podgorje,DC6,LC33194,9.8,45.33956,15.86129,ŽC3186,županijska cesta,2798,10.315293511307795,exact_road_name,high
3123,ZC,ŽC3229,Staro Selo Topusko,LC33080,ŽC3228,12.2,45.267,15.97167,ŽC3229,županijska cesta,2847,13.22919208535555,exact_road_name,high
3126,DC,DC1,Turanj obilaznica,DC552,DC6,12.2,45.45197,15.58553,DC1,državna cesta,19,4.5452390949566315,exact_road_name,high
3201,DC,DC36,Novo Selo Palanječko,DC37,DC232,10.3,45.488133,16.442426,DC36,državna cesta,3267,1.0887213176703707,exact_road_name,high
3202,DC,DC37,Novo Selište,DC30,ŽC3198,2.3,45.439022,16.246794,DC37,državna cesta,3283,1.0871655270773264,exact_road_name,high
3203,DC,DC37,Petrinja,DC224,LC33051,3.3,45.44178,16.33533,DC37,državna cesta,3282,2.576293636699163,exact_road_name,high
3208,DC,DC30,Brest Pokupski,ŽC3242,DC37,1.8,45.45205,16.26068,DC30,državna cesta,2203,18.606561587242094,exact_road_name,high
3210,DC,DC6,Trgovi,ŽC3234,LC33167,1.4,45.109851,16.28114,DC6,državna cesta,6049,1.831792066767483,exact_road_name,high
3211,ZC,ŽC3231,Gornje Selište,DC6,LC33086,1.9,45.32197,16.0691,ŽC3231,županijska cesta,2855,2.7992188565041736,exact_road_name,high
3212,ZC,ŽC3201,Hrastovica,DC30,ŽC3235,6.9,45.40795,16.29333,ŽC3201,županijska cesta,2818,18.158485711051995,exact_road_name,high
3213,ZC,ŽC3234,Ravno Rašće,DC6,LC33196,2.2,45.29982,16.13362,ŽC3234,županijska cesta,2858,5.657772159488805,exact_road_name,high
3215,DC,DC37,Sisak,DC36,DC224,6.1,45.44813,16.36903,DC37,državna cesta,3282,0.7795482634167331,exact_road_name,high
3304,DC,DC224,Sunja,ŽC3244,ŽC3211,1.9,45.35705,16.549073,DC224,državna cesta,1468,1.6185630637123507,exact_road_name,high
3306,DC,DC47,Bročice,A3,ŽC3250,3.3,45.305844,16.949369,DC47,državna cesta,4578,3.4193410282159244,exact_road_name,high
3311,DC,DC30,Hrvatska Kostajnica,LC33159,DC47,0.8,45.232657,16.530073,DC30,državna cesta,2195,1.9362595320551448,exact_road_name,high
3312,ZC,ŽC3168,Poljana,ŽC4236,ŽC3167,5.6,45.47035,16.9777,ŽC3168,županijska cesta,2770,9.38191507513913,exact_road_name,high
3313,ZC,ŽC3124,Kutina,ŽC3212,ŽC3213,3.4,45.47043,16.79783,ŽC3124,županijska cesta,2687,0.6269539990818144,exact_road_name,high
3314,ZC,ŽC3124,Brestača,ŽC3249,DC47,4.1,45.35498,16.96245,ŽC3124,županijska cesta,2690,12.278134228478994,exact_road_name,high
3315,ZC,ŽC3294,Donji Cerovljani,LC33177,LC33178,3.7,45.21053,16.78848,ŽC3294,županijska cesta,2939,4.917513931388492,exact_road_name,high
3316,DC,DC232,Drenov Bok,ŽC3249,DC47,12.8,45.27708,16.86385,DC232,državna cesta,1612,8.123282379675569,exact_road_name,high
3317,LC,LC33071,Mišinka,LC33070,ŽC3213,6.3,45.492,16.82925,LC33071,lokalna cesta,3018,0.7097350870955453,exact_road_name,high
3320,ZC,ŽC3294,Staza,LC33129,LC33120,2.7,45.32613,16.590072,ŽC3294,županijska cesta,2938,16.63531390171744,exact_road_name,high
3321,DC,DC45,Kutina - sjever,ŽC3163,LC33070,2.3,45.49182,16.78217,DC45,državna cesta,4493,2.469388043946777,exact_road_name,high
3401,DC,DC38,Pakrac - istok,ŽC4099,LC41017,10.0,45.46265,17.23758,DC38,državna cesta,3382,7.428259808588356,exact_road_name,high
3406,DC,DC5,Cage,LC42001,ŽC3252,7.5,45.29477,17.20727,DC5,državna cesta,4630,3.1695538499718166,exact_road_name,high
3410,DC,DC5,Stara Gradiška,ŽC4226,ŽC4227,1.0,45.154367,17.23924,DC5,državna cesta,4620,3.55703595940082,exact_road_name,high
3411,DC,DC5,Filipovac,LC41014,DC5,2.8,45.42091,17.17589,DC5,državna cesta,4636,7.570794965873548,exact_road_name,high
3412,DC,DC5,Okučani,ŽC4241,ŽC4158,0.8,45.257745,17.206067,DC5,državna cesta,4630,4.324445951291172,exact_road_name,high
3413,ZC,ŽC4158,Rešetari,ŽC4142,ŽC4143,3.0,45.25657,17.42747,ŽC4158,županijska cesta,3968,7.28557775095012,exact_road_name,high
3414,ZC,ŽC4141,Cernik,ŽC4139,ŽC4158,1.9,45.27172,17.38337,ŽC4141,županijska cesta,3923,0.9867947392156544,exact_road_name,high
3415,ZC,ŽC4236,Dobrovac,LC41005,DC47,4.0,45.4227,17.12823,ŽC4236,županijska cesta,4224,3.7021049894074034,exact_road_name,high
3416,ZC,ŽC3252,Stari Grabovac,DC312,LC33144,11.4,45.32202,17.00992,ŽC3252,županijska cesta,2879,7.9759246403824955,exact_road_name,high
3417,ZC,ŽC4158,Mašić,LC42005,ŽC4156,7.0,45.26575,17.32475,ŽC4158,županijska cesta,3967,7.218235057406856,exact_road_name,high
3503,DC,DC53,Čaglin,LC41046,ŽC4124,2.7,45.36033,17.98658,DC53,državna cesta,5635,3.8445776564249856,exact_road_name,high
3504,DC,DC38,Pasikovci,ŽC4113,LC41018,1.3,45.388341,17.508602,DC38,državna cesta,3382,1.5105912588663981,exact_road_name,high
3505,DC,DC38,Kuzmica,ŽC4116,LC41058,1.6,45.327323,17.754796,DC38,državna cesta,3366,1.0269310065498816,exact_road_name,high
3507,DC,DC38,Pleternica - istok,LC41078,LC41063,6.8,45.29465,17.82578,DC38,državna cesta,3378,1.0632501239380605,exact_road_name,high
3508,DC,DC525,Krajačići,ŽC4162,ŽC4244,8.5,45.21412,17.8514,DC525,državna cesta,5602,6.012968344778906,exact_road_name,high
3515,DC,DC51,Oblakovac,DC38,LC41019,8.8,45.344128,17.490816,DC51,državna cesta,5219,2.849318489689813,exact_road_name,high
3516,DC,DC53,Slavonski Brod,DC525,DC72,2.1,45.161405,17.994462,DC53,državna cesta,5632,1.067219123583007,exact_road_name,high
3517,ZC,ŽC4202,Gromačnik,DC525,G.A.P.,3.6,45.17862,17.95947,ŽC4202,županijska cesta,4101,4.608379832788645,exact_road_name,high
3518,ZC,ŽC4030,Gradac,LC41056,DC38,3.0,45.298,17.80806,ŽC4030,županijska cesta,3558,0.6420209491880825,exact_road_name,high
3519,ZC,ŽC4030,Ferovac,ŽC4101,LC41043,3.7,45.38545,17.86167,ŽC4030,županijska cesta,3570,2.0539767599119827,exact_road_name,high
3520,LC,LC41077,Velika,ŽC4253,ŽC4101,4.5,45.43888,17.65838,LC41077,lokalna cesta,3853,14.452273106654646,exact_road_name,high
3521,ZC,ŽC4115,Alilovci,ŽC4101,G.A.P.,6.2,45.3816,17.69413,ŽC4115,županijska cesta,3871,4.9356946091071565,exact_road_name,high
3522,ZC,ŽC4113,Pasikovci - sjever,DC38,LC41022,5.5,45.39058,17.50845,ŽC4113,županijska cesta,3869,12.573801641875379,exact_road_name,high
3523,ZC,ŽC4116,Vetovo,ŽC4101,DC51,7.0,45.40627,17.78853,ŽC4116,županijska cesta,3873,1.9546030973401087,exact_road_name,high
3524,DC,DC51,Eminovci,LC41033,DC38,3.2,45.35652,17.72953,DC51,državna cesta,5220,2.045010669966575,exact_road_name,high
3525,DC,DC525,Gornji Andrijevci,ŽC4244,LC42030,2.5,45.17833,17.87057,DC525,državna cesta,5602,3.6355685155793,exact_road_name,high
3526,ZC,ŽC4244,Malino,LC42028,ŽC4204,3.5,45.17042,17.7144,ŽC4244,županijska cesta,4257,9.054427183610786,exact_road_name,high
3530,DC,DC51,Bektež,ŽC4117,LC41045,2.4,45.3957,17.92062,DC51,državna cesta,5220,3.815894678970757,exact_road_name,high
3531,DC,DC49,Batrina - istok,ŽC4158,ŽC4244,2.2,45.17388,17.6803,DC49,državna cesta,4612,4.229255042925757,exact_road_name,high
3532,DC,DC38,Požega,DC51,DC51,10.0,45.33187,17.65082,DC38,državna cesta,3366,0.3369398486456821,exact_road_name,high
3603,DC,DC53,Gradac Našički,LC44094,DC51,10.3,45.437257,18.035876,DC53,državna cesta,5635,1.1644098732613504,exact_road_name,high
3606,DC,DC7,Vrpolje,LC44138,ŽC4202,2.9,45.211314,18.404239,DC7,državna cesta,7403,1.375276720866869,exact_road_name,high
3607,DC,DC53,Rastušje,LC42038,DC514,4.8,45.197016,18.039159,DC53,državna cesta,5626,0.9534393764651695,exact_road_name,high
3615,DC,DC7,Sikirevci - jug,ŽC4220,LC42049,4.3,45.086638,18.483105,DC7,državna cesta,7402,3.0386177359957496,exact_road_name,high
3621,DC,DC515,Bračevci,LC44100,LC44101,3.4,45.435497,18.265604,DC515,državna cesta,5397,1.9239968996842816,exact_road_name,high
3622,DC,DC514,Slavonski Brod - Šestinac,DC53,DC423,1.9,45.17785,18.04305,DC514,državna cesta,5366,12.836170665441037,exact_road_name,high
3623,ZC,ŽC4210,Gornja Vrba,G.A.P.,LC42058,1.0,45.15477,18.06332,ŽC4210,županijska cesta,4158,6.5341805671444195,exact_road_name,high
3624,ZC,ŽC4202,Bukovlje,LC42040,ŽC4187,3.9,45.18367,18.07475,ŽC4202,županijska cesta,4102,6.882135713005109,exact_road_name,high
3625,DC,DC423,Slavonski Brod 1,DC514,DC72,2.8,45.17027,18.0421,DC423,državna cesta,4206,9.658850045814745,exact_road_name,high
3626,DC,DC72,Slavonski Brod 2,DC53,DC423,2.7,45.16285,18.00102,DC72,državna cesta,7458,7.695052457236204,exact_road_name,high
3627,ZC,ŽC4105,Budimci,LC44048,ŽC4080,5.2,45.46088,18.3187,ŽC4105,županijska cesta,3811,8.185854783368647,exact_road_name,high
3628,ZC,ŽC4106,Krndija,ŽC4105,LC44105,3.4,45.45245,18.38127,ŽC4106,županijska cesta,3828,5.015281782532281,exact_road_name,high
3631,ZC,ŽC4202,Čajkovci,ŽC4190,DC7,4.8,45.19715,18.38118,ŽC4202,županijska cesta,4102,2.523252525365438,exact_road_name,high
3634,DC,DC7,Đakovo obilaznica,DC515,A5,0.8,45.32882,18.39227,DC7,državna cesta,7400,3.9576362877169293,exact_road_name,high
3635,DC,DC2,Martin,DC53,ŽC4077,1.4,45.493136,18.080812,DC2,državna cesta,517,25.93395163394858,exact_road_name,high
3701,DC,DC2,Klisa aerodrom - sjever,LC44115,DC418,1.3,45.492108,18.813362,DC2,državna cesta,440,8.674511229637696,exact_road_name,high
3705,DC,DC7,Vuka,ŽC4107,LC44107,2.5,45.460172,18.516707,DC7,državna cesta,7400,4.904216810168619,exact_road_name,high
3706,DC,DC55,Nuštar,ŽC4134,Zvonimirova,0.9,45.327038,18.831188,DC55,državna cesta,5741,0.6078761449649671,exact_road_name,high
3708,DC,DC46,Stari Mikanovci,ŽC4133,ŽC4166,4.7,45.288269,18.568903,DC46,državna cesta,4498,6.196811180966786,exact_road_name,high
3710,DC,DC55,Kunjevci,DC46,LC46023,12.0,45.218351,18.784327,DC55,državna cesta,5735,6.156862658788704,exact_road_name,high
3711,DC,DC46,Srijemske Laze,ŽC4150,LC46027,2.8,45.231274,18.930889,DC46,državna cesta,4499,3.1026253398803427,exact_road_name,high
3719,DC,DC55,Županja,DC214,GP,3.3,45.049232,18.704336,DC55,državna cesta,5731,1.8215170757228984,exact_road_name,high
3722,DC,DC46,Vinkovci obilaznica,DC518,DC55,6.8,45.266537,18.805874,DC46,državna cesta,4498,3.360093735952836,exact_road_name,high
3724,ZC,ŽC4130,Semeljci,LC44134,ŽC4132,1.5,45.358418,18.534916,ŽC4130,županijska cesta,3900,14.321696237138287,exact_road_name,high
3725,ZC,ŽC4133,Vrbica,LC44135,DC46,2.6,45.30472,18.55957,ŽC4133,županijska cesta,3908,3.895870183773063,exact_road_name,high
3726,LC,LC44083,Silaš,LC44114,ŽC4122,2.2,45.4245,18.77347,LC44083,lokalna cesta,4436,2.9163392609911574,exact_road_name,high
3727,ZC,ŽC4111,Bobota,DC2,LC46002,3.1,45.4263,18.85748,ŽC4111,županijska cesta,3867,2.9088239903703865,exact_road_name,high
3728,ZC,ŽC4121,Korog,ŽC4122,ŽC4148,6.3,45.40283,18.7494,ŽC4121,županijska cesta,3886,3.629699698713212,exact_road_name,high
3729,ZC,ŽC4137,Bogdanovci,DC55,G.A.P.,9.3,45.33732,18.9278,ŽC4137,županijska cesta,3914,0.8065727304828073,exact_road_name,high
3730,ZC,ŽC4150,Petrovci,G.A.P.,LC46013,3.7,45.29638,18.9487,ŽC4150,županijska cesta,3949,10.18853084009615,exact_road_name,high
3731,ZC,ŽC4170,Andrijaševci,ŽC4166,ŽC4167,5.8,45.21747,18.72817,ŽC4170,županijska cesta,4006,1.2699230503781285,exact_road_name,high
3732,LC,LC46042,Županja - sjever,ŽC4170,LC46043,0.5,45.09478,18.702,LC46042,lokalna cesta,4548,7.572423034550619,exact_road_name,high
3740,DC,DC55,Vinkovci istočna obilaznica,Zvonimirova,DC46,5.6,45.32197,18.83088,DC55,državna cesta,5741,7.110561044256814,exact_road_name,high
3741,DC,DC518,Jarmina,ŽC4134,ŽC4149,4.1,45.32768,18.72892,DC518,državna cesta,5480,0.8149480906654523,exact_road_name,high
3742,DC,DC537,Otok,ŽC4172,ŽC4224,0.7,45.14957,18.88543,DC537,državna cesta,5660,6.703087623847075,exact_road_name,high
3801,DC,DC2,Sotin,DC57,LC46016,14.8,45.300584,19.090856,DC2,državna cesta,495,1.3128923837414588,exact_road_name,high
3809,DC,DC2,Ilok,LC46037,ŽC4200,2.1,45.214702,19.394997,DC2,državna cesta,495,2.5764802856887243,exact_road_name,high
3810,DC,DC46,Tovarnik,ŽC4233,GP,2.1,45.160412,19.164485,DC46,državna cesta,4500,4.184045684014673,exact_road_name,high
3811,ZC,ŽC4173,Lovas,ŽC4174,DC46,5.9,45.1736,19.15615,ŽC4173,županijska cesta,4016,3.0425448905015786,exact_road_name,high
3905,DC,DC75,Pula - sjever,ŽC5117,LC50160,2.3,44.91435,13.84947,DC75,državna cesta,7463,1.4180414611864027,exact_road_name,high
3912,ZC,ŽC5200,Pomer,G.A.P.,ŽC5119,1.1,44.83612,13.89905,ŽC5200,županijska cesta,5530,1.6645079005560457,exact_road_name,high
3913,ZC,ŽC5115,Šurida,LC50162,Padulj,1.4,44.90073,13.83005,ŽC5115,županijska cesta,5277,51.085665169528575,exact_road_name,medium
3915,DC,DC77,Vodnjan,LC50144,ŽC5101,2.2,44.97492,13.86637,DC77,državna cesta,7618,2.143895153123083,exact_road_name,high
4003,DC,DC100,Ćunski,LC58115,ŽC5157,6.3,44.589655,14.407823,DC100,državna cesta,225,0.833981696107667,exact_road_name,high
4004,ZC,ŽC5122,Pavićini,ŽC5119,D. Uvala,2.1,44.92543,14.01665,ŽC5122,županijska cesta,5327,1.263138788548635,exact_road_name,high
4005,LC,LC58115,Nerezine,DC100,DC100,3.6,44.6447,14.39283,LC58115,lokalna cesta,5915,15.722422648549319,exact_road_name,high
4006,DC,DC100,Cres,DC101,ŽC5124,2.3,44.97533,14.41253,DC100,državna cesta,225,3.51880656916448,exact_road_name,high
4101,DC,DC23,Senj - istok,LC59009,DC8,11.0,44.985381,14.922067,DC23,državna cesta,1580,4.469068205428611,exact_road_name,high
4105,DC,DC8,Vlaka,LC59028,LC49148,18.9,44.749404,14.904263,DC8,državna cesta,7644,7.439630229696167,exact_road_name,high
